question_id,question_de,question_en,row_count,survey_ids,sample_answer_values,answer_options_en,answer_options_de,n_answer_options,duplicate_count
128161,Wurde seit Deiner letzten Verschreibung eine neue Erkrankung oder medizinische Kondition bei Dir festgestellt?,Have you been diagnosed with a new disease or medical condition since your last prescription?,4,[2594],['Nein'],['No'],['Nein'],1,37
128169,In welcher Dosierung wendest Du aktuell Wegovy an?,In what dosage are you currently using Wegovy?,4,[2594],"['2.4 mg Semaglutid', '1.7 mg Semaglutid', '1 mg Semaglutid']","['1 mg Semaglutide', '1.7 mg Semaglutid', '2.4 mg Semaglutid']","['1 mg Semaglutid', '1.7 mg Semaglutid', '2.4 mg Semaglutid']",3,29
128170,Möchtest Du die Behandlung mit der medizinisch empfohlenen nächsten Dosierung fortsetzen?,"Would you like to continue treatment at the next medically recommended dose? INFOBOX: If you have not yet reached your target weight, we recommend that you switch to the next higher dose according to the manufacturer's instructions.",4,[2594],"['Ja!', 'Nein, ich möchte auf meiner aktuellen Dosis bleiben']","['No,     I would like to stay on my current dose', 'Yes!']","['Ja!', 'Nein, ich möchte auf meiner aktuellen Dosis bleiben']",2,18
128179,Führst Du die Medikamentenanwendung lückenlos durch?,Do you take the medication without gaps?,4,[2594],['Ich wende das Medikament lückenlos an.'],['I use the medication without any gaps.'],['Ich wende das Medikament lückenlos an.'],1,37
128180,Treffen folgende Aussagen auf Dich zu?,Do the following statements apply to you?,16,[2594],"['[""Ich fühle mich aktiver/fitter"",""Ich fühle mich wohler in meinem Körper"",""Ich fühle mich selbstbewusster"",""Ich fühle mich motivierter,   gesund zu leben""]']","['I feel more active/fitter', 'I feel more comfortable in my body', 'I feel more confident', 'I feel more motivated to live healthy']","['Ich fühle mich aktiver/fitter', 'Ich fühle mich motivierter,   gesund zu leben', 'Ich fühle mich selbstbewusster', 'Ich fühle mich wohler in meinem Körper']",4,49
128184,Hast du parallel zu Wegovy weitere Maßnahmen zur Gewichtsabnahme durchgeführt?,Have you taken any other weight loss measures in parallel with the Wegovy medication?,8,[2594],"['[""Diät - (eigene Diät oder ein Programm)"",""Sport"",""Ernährungsberatung""]', '[""Diät - (eigene Diät oder ein Programm)"",""Sport""]', '[""Sport""]']","['Diet - (your own diet or a programme)', 'Exercise', 'Nutritional counselling']","['Diät - (eigene Diät oder ein Programm)', 'Ernährungsberatung', 'Sport']",3,13
128191,Sind die folgenden Nebenwirkungen seit der Einnahme des Medikaments aufgetreten? (1 / 2),Have the following side effects occurred since using the medication? (1 / 2),4,[2594],"['[""keine Nebenwirkungen""]']",['No side effects'],['keine Nebenwirkungen'],1,27
128193,Sind folgende Nebenwirkungen seit der Anwendung des Medikaments neu aufgetreten? (2 / 2),Have the following side effects occurred since you started using the medicine? (2 / 2),4,[2594],"['[""Keine Nebenwirkungen""]']",['No side effects'],['Keine Nebenwirkungen'],1,37
128195,"Wir benötigen Deine Körpergröße und Dein Gewicht, um Deinen aktuellen BMI-Wert zu berechnen.",We need your height and weight to calculate your current BMI value.,4,[2594],"['{""bmi"":30.14764616454946,""height"":197,""weight"":117}', '{""bmi"":28.804413972169257,""height"":157,""weight"":71}', '{""bmi"":29.96161168502856,""height"":179,""weight"":96}', '{""bmi"":27.688778133776353,""height"":159,""weight"":70}']",[],[],0,37
128196,"Vielen Dank für Deine Angaben! Bitte bestätige, dass: - Du darüber informiert bist, dass Wegovy™ die Wirksamkeit der Pille beeinträchtigen kann. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z.B. ein Kondom. Mehr Infos zur Verhütung, Kinderwunsch und Schwangerschaft unten in der Infobox.  - Du bereits über eine Kombination aus Bewegung, Ernährungsanpassung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. INFOBOX: Ist diese Behandlung sicher?  - Der eingesetzte Wirkstoff Semgalutid wurde in Studien untersucht und in dessen Wirksamkeit belegt.  - Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.  - Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome: kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche.  - Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  - Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.  -Wegovy™ kann durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.    -GLP-1-Medikamente wie Wegovy™ fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du Wegovy™ absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.    Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald Du das Medikament anwendest.","Thank you for your details! Please confirm that: - You have been informed that Wegovy™ can impair the effectiveness of the pill. We therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, fertility and pregnancy in the info box below. - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. INFOBOX: Is this treatment safe? - The active ingredient semgalutide has been investigated in studies and its efficacy has been proven. - The drug is generally well tolerated. However, as with any medication, side effects can occur, including (initial) gastrointestinal complaints, tiredness or sleep disorders.  - In addition, hypoglycaemia may occur during use. Typical symptoms: cold sweat, cool pale skin, headaches, rapid heartbeat, nausea or weakness.  - To prevent such symptoms, you should always have a glucose with you and take it at the first symptoms.   - An occasional side effect is pancreatitis (symptoms include pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately. - Wegovy™ can reduce the effectiveness of the pill due to delayed gastric emptying, making an unplanned pregnancy possible. Therefore, a non-oral contraceptive method, such as a condom, is recommended during the first 4 weeks and when increasing the dosage.  - GLP-1 medications like Wegovy™ promote weight loss, which can enhance fertility. If you are planning to conceive, losing weight beforehand may be beneficial. However, once you are actively trying to get pregnant, are pregnant, or breastfeeding, you should stop taking Weogvy™, as healthy weight gain is necessary and its effects on the baby are unclear. Our doctors are there for you in case of side effects or uncertainties. Please also inform your Family Doctor as soon as you start using the medication.",4,[2594],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,13
128267,"Nimmst Du seit Deiner letzten Verschreibung neue, verschreibungspflichtige Medikamente ein? (mit Ausnahme von Medikamenten gegen Erektionsstörungen)",Are you taking any new prescription medication since your last prescription? (with the exception of medication for erectile dysfunction),4,[2594],['Nein'],"['No""']",['Nein'],1,18
128269,"Du bist fast fertig! Bestehen aktuell weitere Erkrankungen oder nimmst du Medikamente ein, die bisher nicht abgefragt wurden?*",You are almost finished! Do you currently have any other illnesses or are you taking any medication that has not yet been asked about?* INFOBOX - *This information is important for a complete medical assessment.,4,[2594],['Nein'],"['No""']",['Nein'],1,18
132241,Wie lauten Deine aktuellen Blutdruckwerte?,What are your current blood pressure readings?,14,[2650],"['Normal - Zwischen 90/60 - 140/90', 'Hoch - Über 140/90']","['Hoch - Über 140/90', 'Normal - Zwischen 90/60 - 140/90']","['Hoch - Über 140/90', 'Normal - Zwischen 90/60 - 140/90']",2,60
132243,Hast Du mit der Behandlung mit Wegovy Körpergewicht abgenommen?,Have you lost body weight with Wegovy treatment?,14,[2650],"['Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren', 'Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren', 'Nein']","['No', 'Yes,             I lost more than 4% body weight in 3 months with it', 'Yes,       I lost less than 4% body weight in 3 months with it']","['Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren', 'Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren', 'Nein']",3,27
132244,Ist zusätzlich zu dem schnellen Gewichtsverlust innerhalb der letzten Wochen eines der folgenden Symptome bei Dir aufgetreten?,"In addition to fast weight loss, have you experienced any of the following symptoms within the past few weeks?",13,[2650],"['[""Nichts davon""]']",['None of the above'],['Nichts davon'],1,34
132247,Wurde seit Deiner letzten Verschreibung eine neue Erkrankung oder medizinische Kondition bei Dir festgestellt?,Have you been diagnosed with a new disease or medical condition since your last prescription?,14,[2650],['Nein'],['No'],['Nein'],1,37
132255,In welcher Dosierung wendest Du aktuell Wegovy an?,In what dosage are you currently using Wegovy?,14,[2650],"['2.4 mg Semaglutid', '0.25 mg Semaglutid', '1.7 mg Semaglutid', '1 mg Semaglutid']","['0.25 mg Semaglutide', '1 mg Semaglutide', '1.7 mg Semaglutid', '2.4 mg Semaglutid']","['0.25 mg Semaglutid', '1 mg Semaglutid', '1.7 mg Semaglutid', '2.4 mg Semaglutid']",4,29
132256,Möchtest Du die Behandlung mit der medizinisch empfohlenen nächsten Dosierung fortsetzen?,"Would you like to continue treatment at the next medically recommended dose? INFOBOX: If you have not yet reached your target weight, we recommend that you switch to the next higher dose according to the manufacturer's instructions.",14,[2650],"['Nein, ich möchte auf meiner aktuellen Dosis bleiben', 'Ja!']","['No,     I would like to stay on my current dose', 'Yes!']","['Ja!', 'Nein, ich möchte auf meiner aktuellen Dosis bleiben']",2,18
132265,Führst Du die Medikamentenanwendung lückenlos durch?,Do you take the medication without gaps?,14,[2650],"['Ich wende das Medikament lückenlos an.', 'Ich habe eine Einnahmepause von unter 2 Wochen.', 'Ich habe eine Einnahmepause von über 2 Wochen']","['I have a break in taking the medication of less than 2 weeks.', 'I have a break in taking the medication of more than 2 Weeks.', 'I use the medication without any gaps.']","['Ich habe eine Einnahmepause von unter 2 Wochen.', 'Ich habe eine Einnahmepause von über 2 Wochen', 'Ich wende das Medikament lückenlos an.']",3,37
132266,Treffen folgende Aussagen auf Dich zu?,Do the following statements apply to you?,30,[2650],"['[""Ich fühle mich aktiver/fitter"",""Ich fühle mich wohler in meinem Körper"",""Ich fühle mich selbstbewusster"",""Ich fühle mich motivierter,   gesund zu leben""]', '[""Ich fühle mich wohler in meinem Körper""]', '[""Ich fühle mich motivierter,   gesund zu leben""]', '[""Ich fühle mich aktiver/fitter""]', '[""Ich fühle mich selbstbewusster""]']","['I feel more active/fitter', 'I feel more comfortable in my body', 'I feel more confident', 'I feel more motivated to live healthy']","['Ich fühle mich aktiver/fitter', 'Ich fühle mich motivierter,   gesund zu leben', 'Ich fühle mich selbstbewusster', 'Ich fühle mich wohler in meinem Körper']",4,49
132267,"Falls eine Dosis ausgelassen wird, sollte sie so bald wie möglich und innerhalb von 5 Tagen nach dem ursprünglichen Dosistermin verabreicht werden. Wenn mehr als 5 Tage vergangen sind, sollte die ausgelassene Dosis übersprungen werden und die nächste Dosis sollte am regulären, geplanten Tag verabreicht werden. Falls mehrere Dosen ausgelassen wurden, kann es erforderlich sein, die Therapie mit einer niedrigeren Dosis neu zu starten, um Nebenwirkungen zu minimieren.  Wichtig: Das Medikament ist für eine langfristige Therapie vorgesehen. Längere Pausen oder unregelmäßige Einnahmen können die Wirksamkeit verringern sowie das Risiko einer erneuten Gewichtszunahme. Bei Fragen zur Dosierung sollte eine Rücksprache mit einem Arzt erfolgen.","If a dose is missed, it should be taken as soon as possible and within 5 days of the original dosing date. If more than 5 days have passed, the missed dose should be skipped, and the next dose should be taken on the regular, scheduled day. If multiple doses have been missed, it may be necessary to restart the therapy with a lower dose to minimize side effects. Important: The medication is intended for long-term use. Longer breaks or irregular dosing can reduce its effectiveness and increase the risk of regaining weight. If you have any questions about dosing, please consult a Doctor",2,[2650],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,15
132270,Hast du parallel zu Wegovy weitere Maßnahmen zur Gewichtsabnahme durchgeführt?,Have you taken any other weight loss measures in parallel with the Wegovy medication?,19,[2650],"['[""Diät - (eigene Diät oder ein Programm)""]', '[""Sport""]', '[""Diät - (eigene Diät oder ein Programm)"",""Sport""]', '[""Diät - (eigene Diät oder ein Programm)"",""Sport"",""Ernährungsberatung"",""App zur Gewichtsabnahme""]', '[""Andere""]']","['App for weight loss', 'Diet - (your own diet or a programme)', 'Exercise', 'Nutritional counselling', 'Other']","['Andere', 'App zur Gewichtsabnahme', 'Diät - (eigene Diät oder ein Programm)', 'Ernährungsberatung', 'Sport']",5,13
132277,Sind die folgenden Nebenwirkungen seit der Einnahme des Medikaments aufgetreten? (1 / 2),Have the following side effects occurred since using the medication? (1 / 2),14,[2650],"['[""keine Nebenwirkungen""]']",['No side effects'],['keine Nebenwirkungen'],1,27
132279,Sind folgende Nebenwirkungen seit der Anwendung des Medikaments neu aufgetreten? (2 / 2),Have the following side effects occurred since you started using the medicine? (2 / 2),14,[2650],"['[""Keine Nebenwirkungen""]', '[""Veränderte Geschmacksempfindungen""]']","['Altered taste sensations', 'No side effects']","['Keine Nebenwirkungen', 'Veränderte Geschmacksempfindungen']",2,37
132280,"Bei Magen-Darm-Beschwerden: Verzichte eine Zeit lang auf Nikotin, Kaffee und Alkohol. Wenn Du anhaltende Magenprobleme hast, kannst Du Dir von Deiner/m Ärzt*in einen Magenschutz verschreiben lassen (für maximal 2 Wochen). Achte auf eine gesunde und ausgewogene Ernährung. Bei Hautreaktionen an der Injektionsstelle: Kühle die gereizte/juckende Haut. Such Dir eine andere, nicht gereizte Hautstelle für die nächste Injektion. Beobachte, wie sich die Haut bei den nächsten Injektionen entwickelt. Wenn die Symptome an den anderen Injektionsstellen fortbestehen, konsultiere eine/n Ärzt*in oder kontaktiere Wellster! Bei allen anderen Nebenwirkungen: Verzichte eine Zeit lang auf Kaffee! Achte auf eine ausgewogene Flüssigkeitszufuhr! Achte auf eine gesunde und ausgewogene Ernährung!","For gastrointestinal complaints: Avoid nicotine, coffee and alcohol for a while! If you have persistent stomach problems, you can ask your Doctor to prescribe a stomach protector (for max. 2 weeks). Make sure you eat a healthy and balanced diet! In case of skin reactions at the injection site:  Cool the irritated/itchy skin! Look for another non-irritated skin site for the next injection! Observe how the skin develops during the next injections! If the symptoms persist at the other injection sites, see a Doctor or contact Wellster! For all other side effects: Avoid coffee for a while! Make sure you drink a balanced amount of fluids! Make sure you eat a healthy and balanced diet!",1,[2650],['Ich vestehe und bestätige.'],['I understand and confirm.'],['Ich vestehe und bestätige.'],1,9
132281,"Wir benötigen Deine Körpergröße und Dein Gewicht, um Deinen aktuellen BMI-Wert zu berechnen.",We need your height and weight to calculate your current BMI value.,14,[2650],"['{""bmi"":25.909456951787405,""height"":169,""weight"":74}', '{""bmi"":33.818938605619145,""height"":186,""weight"":117}', '{""bmi"":28.282828282828287,""height"":165,""weight"":77}', '{""bmi"":31.86162949476559,""height"":169,""weight"":91}', '{""bmi"":29.752066115702483,""height"":165,""weight"":81}']",[],[],0,37
132282,"Vielen Dank für Deine Angaben! Bitte bestätige, dass: - Du darüber informiert bist, dass Wegovy™ die Wirksamkeit der Pille beeinträchtigen kann. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z.B. ein Kondom. Mehr Infos zur Verhütung, Kinderwunsch und Schwangerschaft unten in der Infobox.  - Du bereits über eine Kombination aus Bewegung, Ernährungsanpassung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. INFOBOX: Ist diese Behandlung sicher?  - Der eingesetzte Wirkstoff Semgalutid wurde in Studien untersucht und in dessen Wirksamkeit belegt.  - Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.  - Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome: kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche.  - Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  - Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.  -Wegovy™ kann durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.    -GLP-1-Medikamente wie Wegovy™ fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du Wegovy™ absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.    Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald Du das Medikament anwendest.","Thank you for your details! Please confirm that: - You have been informed that Wegovy™ can impair the effectiveness of the pill. We therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, fertility and pregnancy in the info box below. - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. INFOBOX: Is this treatment safe? - The active ingredient semgalutide has been investigated in studies and its efficacy has been proven. - The drug is generally well tolerated. However, as with any medication, side effects can occur, including (initial) gastrointestinal complaints, tiredness or sleep disorders.  - In addition, hypoglycaemia may occur during use. Typical symptoms: cold sweat, cool pale skin, headaches, rapid heartbeat, nausea or weakness.  - To prevent such symptoms, you should always have a glucose with you and take it at the first symptoms.   - An occasional side effect is pancreatitis (symptoms include pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately. - Wegovy™ can reduce the effectiveness of the pill due to delayed gastric emptying, making an unplanned pregnancy possible. Therefore, a non-oral contraceptive method, such as a condom, is recommended during the first 4 weeks and when increasing the dosage.  - GLP-1 medications like Wegovy™ promote weight loss, which can enhance fertility. If you are planning to conceive, losing weight beforehand may be beneficial. However, once you are actively trying to get pregnant, are pregnant, or breastfeeding, you should stop taking Weogvy™, as healthy weight gain is necessary and its effects on the baby are unclear. Our doctors are there for you in case of side effects or uncertainties. Please also inform your Family Doctor as soon as you start using the medication.",14,[2650],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,13
132352,"Falls eine Dosis ausgelassen wird, sollte sie so bald wie möglich und innerhalb von 5 Tagen nach dem ursprünglichen Dosistermin verabreicht werden. Wenn mehr als 5 Tage vergangen sind, sollte die ausgelassene Dosis übersprungen werden und die nächste Dosis sollte am regulären, geplanten Tag verabreicht werden. Falls mehrere Dosen ausgelassen wurden, kann es erforderlich sein, die Therapie mit einer niedrigeren Dosis neu zu starten, um Nebenwirkungen zu minimieren.  Wichtig: Das Medikament ist für eine langfristige Therapie vorgesehen. Längere Pausen oder unregelmäßige Einnahmen können die Wirksamkeit verringern sowie das Risiko einer erneuten Gewichtszunahme. Bei Fragen zur Dosierung sollte eine Rücksprache mit einem Arzt erfolgen.","If a dose is missed, it should be taken as soon as possible and within 5 days of the original dosing date. If more than 5 days have passed, the missed dose should be skipped, and the next dose should be taken on the regular, scheduled day. If multiple doses have been missed, it may be necessary to restart the therapy with a lower dose to minimize side effects. Important: The medication is intended for long-term use. Longer breaks or irregular dosing can reduce its effectiveness and increase the risk of regaining weight. If you have any questions about dosing, please consult a Doctor",2,[2650],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,15
132353,"Nimmst Du seit Deiner letzten Verschreibung neue, verschreibungspflichtige Medikamente ein? (mit Ausnahme von Medikamenten gegen Erektionsstörungen)",Are you taking any new prescription medication since your last prescription? (with the exception of medication for erectile dysfunction),14,[2650],['Nein'],"['No""']",['Nein'],1,18
132355,"Du bist fast fertig! Bestehen aktuell weitere Erkrankungen oder nimmst du Medikamente ein, die bisher nicht abgefragt wurden?*",You are almost finished! Do you currently have any other illnesses or are you taking any medication that has not yet been asked about?* INFOBOX - *This information is important for a complete medical assessment.,14,[2650],['Nein'],"['No""']",['Nein'],1,18
132357,Wie lauten Deine aktuellen Blutdruckwerte?,What are your current blood pressure readings?,3,[2651],['Normal - Zwischen 90/60 - 140/90'],['Normal - Zwischen 90/60 - 140/90'],['Normal - Zwischen 90/60 - 140/90'],1,60
132359,Hast Du mit der Behandlung mit Wegovy Körpergewicht abgenommen?,Have you lost body weight with Wegovy treatment?,3,[2651],"['Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren', 'Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']","['Yes,             I lost more than 4% body weight in 3 months with it', 'Yes,       I lost less than 4% body weight in 3 months with it']","['Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren', 'Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']",2,27
132360,Ist zusätzlich zu dem schnellen Gewichtsverlust innerhalb der letzten Wochen eines der folgenden Symptome bei Dir aufgetreten?,"In addition to fast weight loss, have you experienced any of the following symptoms within the past few weeks?",3,[2651],"['[""Nichts davon""]']",['None of the above'],['Nichts davon'],1,34
132363,Wurde seit Deiner letzten Verschreibung eine neue Erkrankung oder medizinische Kondition bei Dir festgestellt?,Have you been diagnosed with a new disease or medical condition since your last prescription?,3,[2651],['Nein'],['No'],['Nein'],1,37
132371,In welcher Dosierung wendest Du aktuell Wegovy an?,In what dosage are you currently using Wegovy?,3,[2651],"['2.4 mg Semaglutid', '0.25 mg Semaglutid']","['0.25 mg Semaglutide', '2.4 mg Semaglutid']","['0.25 mg Semaglutid', '2.4 mg Semaglutid']",2,29
132372,Möchtest Du die Behandlung mit der medizinisch empfohlenen nächsten Dosierung fortsetzen?,"Would you like to continue treatment at the next medically recommended dose? INFOBOX: If you have not yet reached your target weight, we recommend that you switch to the next higher dose according to the manufacturer's instructions.",3,[2651],"['Nein, ich möchte auf meiner aktuellen Dosis bleiben', 'Ja!']","['No,     I would like to stay on my current dose', 'Yes!']","['Ja!', 'Nein, ich möchte auf meiner aktuellen Dosis bleiben']",2,18
132381,Führst Du die Medikamentenanwendung lückenlos durch?,Do you take the medication without gaps?,3,[2651],"['Ich habe eine Einnahmepause von über 2 Wochen', 'Ich wende das Medikament lückenlos an.']","['I have a break in taking the medication of more than 2 Weeks.', 'I use the medication without any gaps.']","['Ich habe eine Einnahmepause von über 2 Wochen', 'Ich wende das Medikament lückenlos an.']",2,37
132382,Treffen folgende Aussagen auf Dich zu?,Do the following statements apply to you?,6,[2651],"['[""Ich fühle mich aktiver/fitter"",""Ich fühle mich wohler in meinem Körper"",""Ich fühle mich selbstbewusster"",""Ich fühle mich motivierter,   gesund zu leben""]', '[""Ich fühle mich wohler in meinem Körper""]', '[""Ich spüre keine Veränderung""]']","[""I don't feel any change"", 'I feel more active/fitter', 'I feel more comfortable in my body', 'I feel more confident', 'I feel more motivated to live healthy']","['Ich fühle mich aktiver/fitter', 'Ich fühle mich motivierter,   gesund zu leben', 'Ich fühle mich selbstbewusster', 'Ich fühle mich wohler in meinem Körper', 'Ich spüre keine Veränderung']",5,49
132383,"Falls eine Dosis ausgelassen wird, sollte sie so bald wie möglich und innerhalb von 5 Tagen nach dem ursprünglichen Dosistermin verabreicht werden. Wenn mehr als 5 Tage vergangen sind, sollte die ausgelassene Dosis übersprungen werden und die nächste Dosis sollte am regulären, geplanten Tag verabreicht werden. Falls mehrere Dosen ausgelassen wurden, kann es erforderlich sein, die Therapie mit einer niedrigeren Dosis neu zu starten, um Nebenwirkungen zu minimieren.  Wichtig: Das Medikament ist für eine langfristige Therapie vorgesehen. Längere Pausen oder unregelmäßige Einnahmen können die Wirksamkeit verringern sowie das Risiko einer erneuten Gewichtszunahme. Bei Fragen zur Dosierung sollte eine Rücksprache mit einem Arzt erfolgen.","If a dose is missed, it should be taken as soon as possible and within 5 days of the original dosing date. If more than 5 days have passed, the missed dose should be skipped, and the next dose should be taken on the regular, scheduled day. If multiple doses have been missed, it may be necessary to restart the therapy with a lower dose to minimize side effects. Important: The medication is intended for long-term use. Longer breaks or irregular dosing can reduce its effectiveness and increase the risk of regaining weight. If you have any questions about dosing, please consult a Doctor",1,[2651],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,15
132386,Hast du parallel zu Wegovy weitere Maßnahmen zur Gewichtsabnahme durchgeführt?,Have you taken any other weight loss measures in parallel with the Wegovy medication?,4,[2651],"['[""Sport""]', '[""Diät - (eigene Diät oder ein Programm)"",""Sport""]']","['Diet - (your own diet or a programme)', 'Exercise']","['Diät - (eigene Diät oder ein Programm)', 'Sport']",2,13
132393,Sind die folgenden Nebenwirkungen seit der Einnahme des Medikaments aufgetreten? (1 / 2),Have the following side effects occurred since using the medication? (1 / 2),3,[2651],"['[""keine Nebenwirkungen""]']",['No side effects'],['keine Nebenwirkungen'],1,27
132395,Sind folgende Nebenwirkungen seit der Anwendung des Medikaments neu aufgetreten? (2 / 2),Have the following side effects occurred since you started using the medicine? (2 / 2),3,[2651],"['[""Keine Nebenwirkungen""]']",['No side effects'],['Keine Nebenwirkungen'],1,37
132397,"Wir benötigen Deine Körpergröße und Dein Gewicht, um Deinen aktuellen BMI-Wert zu berechnen.",We need your height and weight to calculate your current BMI value.,3,[2651],"['{""bmi"":31.603212373587155,""height"":164,""weight"":85}', '{""bmi"":36.92715566216387,""height"":178,""weight"":117}', '{""bmi"":29.06879615089044,""height"":173,""weight"":87}']",[],[],0,37
