question_id,question_en,question_de,clinical_category,answer_type,confidence,duplicate_group_id,canonical_question_id,duplicate_count,row_count
97043,"How often did you achieve an erection sufficient for penetration and sexual intercourse while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft hast Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?",TREATMENT_EFFECTIVENESS,predefined,high,36,19643,105,174
97044,"How often could you maintain an erection during sexual intercourse while taking the PDE-5 inhibitor (Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft konntest Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) die Erektion während des Geschlechtsakts aufrechterhalten?",TREATMENT_EFFECTIVENESS,predefined,high,37,19644,105,174
97047,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,174
97048,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,174
97052,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,174
97075,Do you regularly have difficulty getting or maintaining an erection?,Hast Du regelmäßig Schwierigkeiten eine Erektion zu bekommen oder zu halten?,SYMPTOM_ASSESSMENT,predefined,high,6,8795,95,178
97077,Have you had difficulties with erections for more than a year?,Hast Du seit mehr als einem Jahr Schwierigkeiten mit der Erektion?,SYMPTOM_DURATION,predefined,high,7,8797,97,178
97078,How often have you achieved an erection sufficient for penetration and sexual intercourse?,Wie oft hast Du eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?,TREATMENT_EFFECTIVENESS,predefined,high,8,8798,97,178
97079,How satisfied are you with your sex life even without medication (e.g. Viagra)?,Wie zufrieden bist Du mit Deine Sexualleben auch ohne Unterstützung eines Medikaments (z. B. Viagra)?,TREATMENT_EFFECTIVENESS,predefined,high,9,8799,97,178
97080,"Are your erections sometimes fine? e.g. when waking in the morning, during masturbation or in some erotic situations.","Hast Du manchmal keine Probleme mit der Erektion? Beispielsweise beim morgendlichen Erwachen, beim Masturbieren oder beim Geschlechtsverkehr?",SYMPTOM_ASSESSMENT,predefined,high,80,47289,62,178
97081,"You should have done a blood pressure test within the last year to answer the following questions. It is best to have your blood pressure measured regularly by Doctors, Nurses or Pharmacists.","Du solltest innerhalb des letzten Jahres einen Blutdrucktest gemacht haben um die folgenden Fragen zu beantworten. Am besten lässt Du regelmäßig Deinen Blutdruck durch Ärzte, Krankenpflegepersonal oder Apotheker messen.",BLOOD_PRESSURE_CHECK,predefined,high,11,8801,95,178
97082,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,178
97084,We need your height and weight to calculate your current BMI value.,"Wir benötigen Deine Körpergröße und Dein Gewicht, um Deinen aktuellen BMI-Wert zu berechnen.",BMI_MEASUREMENT,json_structured,high,13,8804,134,178
97085,Do you regularly drink large amounts of alcohol? (more than 1.5 litres of beer or 0.75 of a litre of wine),"Trinkst Du regelmäßig größere Mengen Alkohol? (mehr als 1,5 Liter Bier oder 0,75 Liter Wein)",LIFESTYLE_ASSESSMENT,predefined,high,14,8805,97,178
97086,Do you smoke regularly?,Rauchst Du regelmäßig?,LIFESTYLE_ASSESSMENT,predefined,high,15,8806,97,178
97087,Have you been diagnosed with any of the following diseases or medical events by a Physician? Please select applicable.,Wurde bei Dir eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt diagnostiziert? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,40,35340,90,178
97089,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,178
97091,"Have you been advised by a physician to avoid strenuous physical activity? For example, because of serious heart disease or heart pain (angina pectoris or unstable angina)?","Wurde Dir durch einen Mediziner empfohlen, starke körperliche Anstrengungen zu vermeiden? Zum Beispiel wegen ernsthaften Herzerkrankungen oder Herzschmerz (Angina pectoris oder Instabile Angina)?",MEDICAL_CONDITIONS,predefined,high,17,8811,97,178
97092,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,178
97095,Please indicate the sex you were assigned at birth.,"Bitte gib das Geschlecht an, welches Dir bei Deiner Geburt zugeordnet wurde.",DEMOGRAPHIC_INFO,predefined,high,19,8815,97,178
97096,How many times could you maintain an erection during sexual intercourse?,Wie oft kannst Du die Erektion während des Geschlechtsakts aufrechterhalten?,TREATMENT_EFFECTIVENESS,predefined,high,34,15193,97,178
97097,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,178
97103,This may indicate underlying vascular disease. Please consult an offline Doctor.,Dies kann Hinweis auf eine zugrundeliegende Gefäßerkrankung sein. Bitte suche zeitnah einen nierdergelassenen Arzt auf.,MEDICAL_CONSULTATION_ADVICE,confirmation,high,82,47312,67,57
97109,Do you regularly have difficulty getting or maintaining an erection?,Hast Du regelmäßig Schwierigkeiten eine Erektion zu bekommen oder zu halten?,SYMPTOM_ASSESSMENT,predefined,high,6,8795,95,191
97111,Have you had difficulties with erections for more than a year?,Hast Du seit mehr als einem Jahr Schwierigkeiten mit der Erektion?,SYMPTOM_DURATION,predefined,high,7,8797,97,191
97112,How often have you achieved an erection sufficient for penetration and sexual intercourse?,Wie oft hast Du eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?,TREATMENT_EFFECTIVENESS,predefined,high,8,8798,97,191
97113,How satisfied are you with your sex life even without medication (e.g. Viagra)?,Wie zufrieden bist Du mit Deine Sexualleben auch ohne Unterstützung eines Medikaments (z. B. Viagra)?,TREATMENT_EFFECTIVENESS,predefined,high,9,8799,97,191
97114,"Are your erections sometimes fine? e.g. when waking in the morning, during masturbation or in some erotic situations.","Hast Du manchmal keine Probleme mit der Erektion? Beispielsweise beim morgendlichen Erwachen, beim Masturbieren oder beim Geschlechtsverkehr?",SYMPTOM_ASSESSMENT,predefined,high,80,47289,62,191
97115,"You should have done a blood pressure test within the last year to answer the following questions. It is best to have your blood pressure measured regularly by Doctors, Nurses or Pharmacists.","Du solltest innerhalb des letzten Jahres einen Blutdrucktest gemacht haben um die folgenden Fragen zu beantworten. Am besten lässt Du regelmäßig Deinen Blutdruck durch Ärzte, Krankenpflegepersonal oder Apotheker messen.",BLOOD_PRESSURE_CHECK,predefined,high,11,8801,95,191
97116,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,191
97118,We need your height and weight to calculate your current BMI value.,"Wir benötigen Deine Körpergröße und Dein Gewicht, um Deinen aktuellen BMI-Wert zu berechnen.",BMI_MEASUREMENT,json_structured,high,13,8804,134,191
97119,Do you regularly drink large amounts of alcohol? (more than 1.5 litres of beer or 0.75 of a litre of wine),"Trinkst Du regelmäßig größere Mengen Alkohol? (mehr als 1,5 Liter Bier oder 0,75 Liter Wein)",LIFESTYLE_ASSESSMENT,predefined,high,14,8805,97,191
97120,Do you smoke regularly?,Rauchst Du regelmäßig?,LIFESTYLE_ASSESSMENT,predefined,high,15,8806,97,191
97121,Have you been diagnosed with any of the following diseases or medical events by a Physician? Please select applicable.,Wurde bei Dir eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt diagnostiziert? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,40,35340,90,191
97123,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,191
97125,"Have you been advised by a physician to avoid strenuous physical activity? For example, because of serious heart disease or heart pain (angina pectoris or unstable angina)?","Wurde Dir durch einen Mediziner empfohlen, starke körperliche Anstrengungen zu vermeiden? Zum Beispiel wegen ernsthaften Herzerkrankungen oder Herzschmerz (Angina pectoris oder Instabile Angina)?",MEDICAL_CONDITIONS,predefined,high,17,8811,97,191
97126,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,191
97129,Please indicate the sex you were assigned at birth.,"Bitte gib das Geschlecht an, welches Dir bei Deiner Geburt zugeordnet wurde.",DEMOGRAPHIC_INFO,predefined,high,19,8815,97,191
97130,How many times could you maintain an erection during sexual intercourse?,Wie oft kannst Du die Erektion während des Geschlechtsakts aufrechterhalten?,TREATMENT_EFFECTIVENESS,predefined,high,34,15193,97,191
97131,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,191
97137,This may indicate underlying vascular disease. Please consult an offline Doctor.,Dies kann Hinweis auf eine zugrundeliegende Gefäßerkrankung sein. Bitte suche zeitnah einen nierdergelassenen Arzt auf.,MEDICAL_CONSULTATION_ADVICE,confirmation,high,82,47312,67,54
99039,"To enable our Medical Team to assess whether you are suitable for Mounjaro®, we need your height and weight to calculate your current BMI*.","Damit unser Ärzteteam beurteilen kann, ob Du für Mounjaro® geeignet bist, benötigen wir Deine Größe und Dein Gewicht, um Deinen aktuellen BMI-Wert* zu berechnen.",BMI_MEASUREMENT,json_structured,high,134,74930,3,15
99041,Do you have one of the following conditions? Your honest answer will help us to provide you with the best possible support and ensure a safe prescription of the medication.,"Hast Du eine der folgenden Erkrankungen? Deine ehrliche Antwort hilft uns, Dich bestmöglich zu unterstützen und eine sichere Verschreibung des Medikaments zu gewährleisten.",MEDICAL_CONDITIONS,predefined,high,135,74932,5,15
99043,How long have you had weight problems?,Wie lange hast Du schon Gewichtsprobleme?,WEIGHT_PROBLEM_DURATION,predefined,high,95,54322,4,15
99045,"Have you used medication with the active ingredients tirzepatide, liraglutide or semaglutide to treat obesity in the past?","Hast Du in der Vergangenheit Medikamente mit den Wirkstoffen Tirzepatid, Liraglutid oder Semaglutid zur Behandlung von Übergewicht verwendet?",MEDICATION_HISTORY,predefined,high,96,54324,4,15
99047,Have you taken other measures to lose weight in the past?,"Hast Du in der Vergangenheit andere Maßnahmen ergriffen, um abzunehmen?",WEIGHT_LOSS_HISTORY,predefined,high,98,54326,4,35
99049,"Have you lost at least 5% of your total body weight in the last 3 to 6 months through lifestyle changes, such as dietary changes and more exercise?","Hast Du in den letzten 3 bis 6 Monaten mindestens 5 % Deines Gesamtkörpergewichts durch Veränderungen Deines Lebensstils, wie z. B. Ernährungsumstellung und mehr Bewegung, verloren?",WEIGHT_LOSS_HISTORY,predefined,high,136,74940,3,15
99052,How would you describe your feeling of hunger?,Wie beschreibst Du Dein Hungergefühl?,LIFESTYLE_ASSESSMENT,predefined,high,137,74943,3,18
99053,How often do you exercise?,Wie häufig treibst Du Sport?,LIFESTYLE_ASSESSMENT,predefined,high,100,54332,4,15
99062,What are your current blood pressure values?,Wie sind Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,101,54359,16,15
99063,Do any of the following conditions apply to you?,Trifft eine der folgenden Bedingungen auf Dich zu?,MEDICAL_CONDITIONS,predefined,high,54,37198,30,15
99068,Are you currently taking any of the following medications?,Nimmst Du aktuell eines der folgenden Medikamente ein?,MEDICATION_HISTORY,predefined,high,55,37204,47,15
99069,Do any of the following conditions apply to you?,Trifft eine der folgenden Bedingungen auf Dich zu?,MEDICAL_CONDITIONS,predefined,high,54,37198,30,15
99071,Do you have one of the following conditions?,Hast Du eine der folgenden Erkrankungen?,MEDICAL_CONDITIONS,predefined,high,102,54368,4,15
99074,Have you ever had any of the following diseases (past or present)?,Hattest Du jemals eine der folgenden Krankheiten (früher oder jetzt)?,MEDICAL_CONDITIONS,predefined,high,103,54371,4,15
99076,Are you suffering from other pre-existing conditions or taking prescription medication?,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,MEDICAL_CONDITIONS,predefined,high,49,37158,60,15
99077,"We need the following documents so that our Medical Team can check your treatment enquiry and give you the best possible advice: A full body photo A  photo of the page of your identity card or passport that shows your date of birth and your photo. You can upload the photos now or later. We will remind you by e-mail. Your data will be treated in strict confidence and stored in accordance with the statutory provisions. They are only accessible to you and your treating Doctor. If you have any questions, please contact us at kontakt@golighter.de","Damit unser Ärzteteam Deine Behandlungs-Anfrage prüfen und Dich optimal beraten kann, benötigen wir folgende Dokumente:  Ein Ganzkörperfoto  Ein Foto der Seite Deines Personalausweises oder Reisepasses, auf der Dein Geburtsdatum und Dein Foto abgebildet sind. Du kannst die Fotos jetzt oder später hochladen. Wir erinnern Dich per E-Mail.Deine Daten werden streng vertraulich behandelt und entsprechend den gesetzlichen Bestimmungen gespeichert. Sie sind nur Dir und Deinem behandelnden Arzt zugänglich. Bei Fragen erreichst Du uns unter kontakt@golighter.de",BODY_PHOTO_UPLOAD,file_upload,high,58,37213,9,15
99082,Please upload a full-body photo now. Make sure that your full-body photo fulfils the following requirements. Tip: Use a full-length mirror so that important areas of your body are not covered or cut off. Your photos will be treated confidentially and will only be visible to you and the Doctor treating you.,"Bitte lade jetzt ein Ganzkörperfoto hoch. Achte darauf, dass Dein Ganzkörperfoto folgende Voraussetzungen erfüllt. Tipp: Nutze einen Ganzkörperspiegel, damit wichtige Körperbereiche nicht verdeckt oder abgeschnitten sind. Deine Fotos werden vertraulich behandelt und sind nur für Dich und den behandelnden Arzt sichtbar.",BODY_PHOTO_UPLOAD,file_upload,high,104,54379,4,15
99083,"Please confirm the following details: - You have been informed that Mounjaro can affect the effectiveness of the pill. We therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, fertility and pregnancy in the info box below.  - You have already tried to reduce your excess weight through a combination of exercise, diet and behavioural changes.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. ""Is this treatment safe? The active ingredient Tirzepatide (Mounjaro) has been tested for efficacy in studies and is generally well tolerated. Possible side effects include initial gastrointestinal complaints, fatigue or sleep disorders. Hypoglycaemia may occur (symptoms: cold sweat, pale skin, headache, rapid heartbeat, nausea). Keep glucose on hand to prevent this. An occasional side effect is pancreatitis (symptoms: pain in the upper abdomen, nausea, fever). Seek medical help immediately if you suspect this. - Mounjaro™ can reduce the effectiveness of the pill due to delayed gastric emptying, making an unplanned pregnancy possible. Therefore, a non-oral contraceptive method, such as a condom, is recommended during the first 4 weeks and when increasing the dosage.  - GLP-1 medications like Mounjaro™ promote weight loss, which can enhance fertility. If you are planning to conceive, losing weight beforehand may be beneficial. However, once you are actively trying to get pregnant, are pregnant, or breastfeeding, you should stop taking Mounjaro™, as healthy weight gain is necessary and its effects on the baby are unclear.  If you have any questions or uncertainties, our Medical Team is there for you. Inform your general practitioner when using the product.","Vielen Dank für Deine Angaben!  Bitte bestätige, dass: - Du bist darüber informiert, dass Mounjaro die Wirksamkeit der Pille beeinträchtigen kann. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z. B. ein Kondom. Mehr Infos zur Verhütung, Kinderwunsch und Schwangerschaft unten in der Infobox.    - Du hast bereits versucht, Dein Übergewicht durch eine Kombination aus Bewegung, Ernährung und Verhaltensänderungen zu reduzieren.    - Du hast alle Fragen wahrheitsgemäß beantwortet. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Ist die Behandlung sicher? - Der Wirkstoff Tirzepatid (Mounjaro) wurde in Studien auf Wirksamkeit geprüft und ist grundsätzlich gut verträglich. -Mögliche Nebenwirkungen sind anfängliche Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen. -Es kann zu einer Unterzuckerung kommen (Symptome: kalter Schweiß, blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit). Halte Traubenzucker bereit, um dem vorzubeugen. -Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome: Schmerzen im Oberbauch, Übelkeit, Fieber). Bei Verdacht suche sofort ärztliche Hilfe auf. -Mounjaro™ kann durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.    -GLP-1-Medikamente wie Mounjaro™ fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du Mounjaro™ absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.  Bei Fragen oder Unsicherheiten ist unser Ärzteteam für Dich da. Informiere auch Deinen Hausarzt / Deine Hausärztin bei Anwendung.",TREATMENT_CONFIRMATION,confirmation,high,155,99083,1,10
99084,Please upload a photo of the front of your identity card (or passport). Your photos will be treated confidentially and will only be visible to you and the Doctor treating you.,Bitte lade jetzt ein Foto der Vorderseite Deines Personalausweises (oder Reisepasses) hoch. Deine Fotos werden vertraulich behandelt und sind nur für Dich und den behandelnden Arzt sichtbar.,ID_DOCUMENT_UPLOAD,file_upload,high,60,37217,26,15
99085,"Please confirm the following details:  - If you have not yet uploaded one or both photos, please upload them via the link in the reminder email once you have completed your enquiry. Without photo(s), the Medical Team will not be able to review your enquiry.  - You have been informed that Mounjaro can affect the effectiveness of the pill. We therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, fertility and pregnancy in the info box below.  - You have already tried to reduce your excess weight through a combination of exercise, diet and behavioural changes.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. -  ""Is this treatment safe? The active ingredient Tirzepatide (Mounjaro) has been tested for efficacy in studies and is generally well tolerated. Possible side effects include initial gastrointestinal complaints, fatigue or sleep disorders. Hypoglycaemia may occur (symptoms: cold sweat, pale skin, headache, rapid heartbeat, nausea). Keep glucose on hand to prevent this. An occasional side effect is pancreatitis (symptoms: pain in the upper abdomen, nausea, fever). Seek medical help immediately if you suspect this. - Mounjaro™ can reduce the effectiveness of the pill due to delayed gastric emptying, making an unplanned pregnancy possible. Therefore, a non-oral contraceptive method, such as a condom, is recommended during the first 4 weeks and when increasing the dosage.  - GLP-1 medications like Mounjaro™ promote weight loss, which can enhance fertility. If you are planning to conceive, losing weight beforehand may be beneficial. However, once you are actively trying to get pregnant, are pregnant, or breastfeeding, you should stop taking Mounjaro™, as healthy weight gain is necessary and its effects on the baby are unclear.  If you have any questions or uncertainties, our Medical Team is there for you. Inform your general practitioner when using the product.","Vielen Dank für Deine Angaben!  Bitte bestätige, dass:    - Wenn Du ein oder beide Fotos noch nicht hochgeladen hast, lade sie bitte nach Abschluss Deiner Anfrage über den Link in der Reminder-E-Mail hoch. Ohne Foto(s) kann das Ärzteteam Deine Anfrage nicht prüfen.    - Du bist darüber informiert, dass Mounjaro die Wirksamkeit der Pille beeinträchtigen kann. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z. B. ein Kondom. Mehr Infos zur Verhütung, Kinderwunsch und Schwangerschaft unten in der Infobox.    - Du hast bereits versucht, Dein Übergewicht durch eine Kombination aus Bewegung, Ernährung und Verhaltensänderungen zu reduzieren.    - Du hast alle Fragen wahrheitsgemäß beantwortet. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. ""Ist die Behandlung sicher? - Der Wirkstoff Tirzepatid (Mounjaro) wurde in Studien auf Wirksamkeit geprüft und ist grundsätzlich gut verträglich. -Mögliche Nebenwirkungen sind anfängliche Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen. -Es kann zu einer Unterzuckerung kommen (Symptome: kalter Schweiß, blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit). Halte Traubenzucker bereit, um dem vorzubeugen. -Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome: Schmerzen im Oberbauch, Übelkeit, Fieber). Bei Verdacht suche sofort ärztliche Hilfe auf. -Mounjaro™ kann durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.    -GLP-1-Medikamente wie Mounjaro™ fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du Mounjaro™ absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.  Bei Fragen oder Unsicherheiten ist unser Ärzteteam für Dich da. Informiere auch Deinen Hausarzt / Deine Hausärztin bei Anwendung.",TREATMENT_CONFIRMATION,confirmation,high,156,99085,1,5
102713,What are your current blood pressure values?,Wie sind Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,101,54359,16,7
102715,Are you taking any new prescription medication since your last prescription (except medication for erectile dysfunction)?,Nimmst Du seit Deiner letzten Verschreibung neue verschreibungspflichtige Medikamente ein (außer Medikamente gegen Erektionsstörungen)?,MEDICATION_HISTORY,predefined,high,107,54807,9,7
102719,Have you had any new health problems or diagnoses since your last prescription?,Sind bei Dir seit der letzten Verschreibung neue gesundheitliche Probleme aufgetreten oder wurden neue Diagnosen gestellt?,HEALTH_STATUS_UPDATE,predefined,high,108,55653,9,7
102725,Have you noticed any of the following symptoms in addition to weight loss in the last few weeks?,Hast Du neben dem Gewichtsverlust in den letzten Wochen auch eines der folgenden Symptome bei Dir bemerkt?,SIDE_EFFECT_REPORT,predefined,high,109,55662,9,7
102727,In what dosage are you currently using Mounjaro®?,In welcher Dosierung verwendest Du Mounjaro® zurzeit?,DOSE_MANAGEMENT,predefined,high,110,55664,14,7
102728,How regularly did you inject the medication?,Wie regelmäßig hast Du das Medikament injiziert?,TREATMENT_ADHERENCE,predefined,high,111,55665,9,7
102729,Are you taking the medication without interruption?,Verabreichst Du Dir das Medikament ohne Unterbrechung?,TREATMENT_ADHERENCE,predefined,high,112,55666,9,7
102730,Have you taken any other measures besides Mounjaro® to lose weight?,"Hast Du außer Mounjaro® noch andere Maßnahmen ergriffen, um abzunehmen?",ADDITIONAL_WEIGHT_MEASURES,predefined,high,113,55667,9,13
102732,We need your height and weight to calculate your current body mass index (BMI).,"Wir benötigen Deine Größe und Dein Gewicht, um Deinen aktuellen Body-Mass-Index (BMI) zu berechnen.",BMI_MEASUREMENT,json_structured,high,114,55669,9,7
102735,Do the following statements apply to you?,Treffen folgende Aussagen auf Dich zu?,TREATMENT_EFFECTIVENESS,predefined,high,67,41233,49,19
102736,Have the following side effects occurred since using the medication? (1 / 2),Sind seit der Anwendung des Medikaments folgende Nebenwirkungen neu aufgetreten? (1 / 2),SIDE_EFFECT_REPORT,predefined,high,115,55673,27,7
102738,Have the following side effects occurred since using the medication? (2 / 2),Sind seit der Anwendung des Medikaments folgende Nebenwirkungen neu aufgetreten? (2 / 2),SIDE_EFFECT_REPORT,predefined,high,116,55675,9,7
102739,"For gastrointestinal complaints: Avoid nicotine, coffee and alcohol for a while. If you have persistent stomach problems, you can ask your doctor to prescribe you stomach protection (for a maximum of 2 weeks). Make sure you eat a healthy and balanced diet. In case of skin reactions at the injection site: Cool the irritated/itchy skin. Find another, non-irritated skin area for the next injection. Observe how the skin develops during the next injections. If the symptoms persist at the other injection sites, consult your GP or use our ""Ask a doctor"" function. For all other side effects: Avoid coffee for a while! Make sure you have a balanced fluid intake! Make sure you eat a healthy and balanced diet!","Bei Magen-Darm-Beschwerden: Verzichte eine Zeit lang auf Nikotin, Kaffee und Alkohol. Wenn Du anhaltende Magenprobleme hast, kannst Du Dir von Deiner/m Ärzt*in einen Magenschutz verschreiben lassen (für maximal 2 Wochen). Achte auf eine gesunde und ausgewogene Ernährung. Bei Hautreaktionen an der Injektionsstelle: Kühle die gereizte/juckende Haut. Such Dir eine andere, nicht gereizte Hautstelle für die nächste Injektion. Beobachte, wie sich die Haut bei den nächsten Injektionen entwickelt. Wenn die Symptome an den anderen Injektionsstellen fortbestehen, konsultiere deine(n) Hausärzt:in oder nutze unsere ""Ask a doctor"" Funktion. Bei allen anderen Nebenwirkungen: Verzichte eine Zeit lang auf Kaffee! Achte auf eine ausgewogene Flüssigkeitszufuhr! Achte auf eine gesunde und ausgewogene Ernährung!",SIDE_EFFECT_GUIDANCE,predefined,high,117,55676,7,1
