question_id,answer_id,answer_de,answer_en,row_count
95942,165070,Keiner der genannten,None of the above,6
95944,165073,Keine der genannten,None of the above,6
95947,165078,Foto sofort hochladen,Upload photo immediately,3
95947,165079,Später hochladen,Upload photo later,3
95953,165082,Ich verstehe und bestätige.,I understand and confirm.,3
95967,165086,Erhöhung des Cholesterins und / oder der Triglyceriden im Blut,Elevation of Cholesterol and / or Triglycerides in the Blood,2
95967,165088,Keine der genannten,None of the Above,1
95973,165092,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,5
95973,165093,Hoch - Über 140/90,Hoch - Über 140/90,1
95975,165094,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",3
95975,165095,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",3
95976,165101,Nichts davon,None of the above,6
95979,165103,Nein,No,6
95988,165137,1.7 mg Semaglutid,1.7 mg Semaglutid,1
95988,165138,2.4 mg Semaglutid,2.4 mg Semaglutid,5
95989,165139,Ja!,Yes!,4
95989,165140,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",2
95998,165141,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,5
95998,165142,Seltener als 1 x wöchentlich,Less frequently than 1 x weekly,1
95999,165144,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,3
95999,165145,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,2
95999,165146,Ich habe eine Einnahmepause von über 2 Wochen,I have a break in taking the medication of more than 2 Weeks.,1
96000,165147,Ich fühle mich aktiver/fitter,I feel more active/fitter,3
96000,165148,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,4
96000,165149,Ich fühle mich selbstbewusster,I feel more confident,2
96000,165150,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,3
96001,165152,Ich verstehe und bestätige,I understand and confirm,3
96004,165153,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),2
96004,165154,Sport,Exercise,6
96004,165157,Abnehm-App,Weight loss app,2
96005,165163,Nein,No,6
96011,165170,Nein,No,6
96015,165180,Keine Nebenwirkungen,No side effects,6
96017,165189,Keine Nebenwirkungen,No side effects,6
96020,165194,Ich verstehe und bestätige,I understand and confirm,6
96075,165204,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,3
96076,165206,Mehrmals pro Woche,Several times a week,2
96076,165207,Einmal pro Woche,Once a week,3
96076,165208,Selten,Rarely,1
96077,165211,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,6
96078,165213,Nein,No,3
96078,165214,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",2
96078,165215,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
96080,165217,1-5 Jahre,1-5 years,1
96080,165218,Mehr als 5 Jahre,More than 5 years,2
96080,165219,Seit der Kindheit oder Jugend,Since childhood or adolescence,3
96081,165220,Ja,Yes,1
96081,165221,Nein,No,5
96084,165223,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,3
96084,165224,Sport,Exercise,2
96084,165228,Abnehm-App,Weight loss app,1
96094,165231,Ich verstehe und bestätige.,I understand and confirm.,5
96112,165232,Ich verstehe und bestätige.,I understand and confirm.,1
96120,165235,Keine der genannten,"None of the above"".",2
96126,165237,Keine der genannten,None of the above,6
96128,165241,Keine der genannten,None of the above,6
96130,165254,Keiner der genannten,None of the above,6
96132,165257,Keine der genannten,None of the above,6
96135,165262,Foto sofort hochladen,Upload photo immediately,5
96135,165263,Später hochladen,Upload photo later,1
96141,165266,Ich verstehe und bestätige.,I understand and confirm.,1
96162,165282,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
96163,165283,Täglich,Daily,1
96163,165284,Mehrmals pro Woche,Several times a week,6
96163,165285,Einmal pro Woche,Once a week,2
96163,165286,Selten,Rarely,3
96163,165287,Gar nicht,Not at all,1
96164,165289,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,13
96165,165291,Nein,No,12
96165,165293,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
96167,165295,1-5 Jahre,1-5 years,4
96167,165296,Mehr als 5 Jahre,More than 5 years,5
96167,165297,Seit der Kindheit oder Jugend,Since childhood or adolescence,4
96168,165298,Ja,Yes,2
96168,165299,Nein,No,11
96171,165300,Nein,No,1
96171,165301,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,8
96171,165302,Sport,Exercise,3
96171,165306,Abnehm-App,Weight loss app,1
96181,165309,Ich verstehe und bestätige.,I understand and confirm.,7
96199,165310,Ich verstehe und bestätige.,I understand and confirm.,1
96207,165313,Keine der genannten,"None of the above"".",13
96213,165315,Keine der genannten,None of the above,13
96215,165319,Keine der genannten,None of the above,13
96217,165332,Keiner der genannten,None of the above,13
96219,165335,Keine der genannten,None of the above,13
96222,165340,Foto sofort hochladen,Upload photo immediately,7
96222,165341,Später hochladen,Upload photo later,6
96228,165344,Ich verstehe und bestätige.,I understand and confirm.,6
96242,165345,Prädiabetes,Prediabetes,1
96242,165346,obstruktive Schlafapnoe,Obstructive Sleep Apnoea,1
96242,165348,Erhöhung des Cholesterins und / oder der Triglyceriden im Blut,Elevation of Cholesterol and / or Triglycerides in the Blood,2
96242,165350,Keine der genannten,None of the Above,1
96249,165360,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,2
96250,165363,Einmal pro Woche,Once a week,2
96250,165364,Selten,Rarely,1
96251,165367,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,3
96252,165369,Nein,No,1
96252,165370,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",2
96254,165373,1-5 Jahre,1-5 years,2
96254,165375,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
96255,165376,Ja,Yes,2
96255,165377,Nein,No,1
96258,165379,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,1
96258,165380,Sport,Exercise,2
96268,165387,Ich verstehe und bestätige.,I understand and confirm.,1
96294,165391,Keine der genannten,"None of the above"".",1
96300,165393,Keine der genannten,None of the above,3
96302,165397,Keine der genannten,None of the above,3
96304,165410,Keiner der genannten,None of the above,3
96306,165413,Keine der genannten,None of the above,3
96309,165418,Foto sofort hochladen,Upload photo immediately,1
96309,165419,Später hochladen,Upload photo later,2
96315,165422,Ich verstehe und bestätige.,I understand and confirm.,2
96336,165438,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
96337,165439,Täglich,Daily,1
96337,165440,Mehrmals pro Woche,Several times a week,3
96337,165442,Selten,Rarely,4
96337,165443,Gar nicht,Not at all,2
96338,165445,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,9
96338,165446,Hoch - Über 140/90,High 140/90,1
96339,165447,Nein,No,10
96341,165450,Weniger als 1 Jahr,Less than 1 year,1
96341,165451,1-5 Jahre,1-5 years,3
96341,165452,Mehr als 5 Jahre,More than 5 years,1
96341,165453,Seit der Kindheit oder Jugend,Since childhood or adolescence,5
96342,165454,Ja,Yes,4
96342,165455,Nein,No,6
96345,165457,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,5
96345,165458,Sport,Exercise,2
96345,165460,Medikamente,medication,1
96345,165462,Abnehm-App,Weight loss app,1
96345,165463,Anderes,Other,1
96355,165465,Ich verstehe und bestätige.,I understand and confirm.,5
96373,165466,Ich verstehe und bestätige.,I understand and confirm.,1
96381,165469,Keine der genannten,"None of the above"".",10
96387,165471,Keine der genannten,None of the above,10
96389,165475,Keine der genannten,None of the above,10
96391,165488,Keiner der genannten,None of the above,10
96393,165491,Keine der genannten,None of the above,10
96396,165496,Foto sofort hochladen,Upload photo immediately,5
96396,165497,Später hochladen,Upload photo later,5
96402,165500,Ich verstehe und bestätige.,I understand and confirm.,5
96416,165504,Erhöhung des Cholesterins und / oder der Triglyceriden im Blut,Elevation of Cholesterol and / or Triglycerides in the Blood,1
96509,165588,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,1
96511,165592,Nein,No,1
96515,165599,Nein,No,1
96524,165631,0.5 mg Semaglutid,0.5 mg Semaglutide,1
96525,165635,Ja!,Yes!,1
96534,165637,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,1
96535,165640,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,1
96536,165647,Ich spüre keine Veränderung,I don't feel any change,1
96540,165650,Sport,Exercise,1
96541,165659,Nein,No,1
96547,165666,Nein,No,1
96551,165676,Keine Nebenwirkungen,No side effects,1
96553,165685,Keine Nebenwirkungen,No side effects,1
96556,165690,Ich verstehe und bestätige,I understand and confirm,1
96610,165694,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,3
96612,165696,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",1
96612,165697,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",2
96613,165703,Nichts davon,None of the above,3
96616,165705,Nein,No,3
96625,165736,0.25 mg Semaglutid,0.25 mg Semaglutide,2
96625,165739,1.7 mg Semaglutid,1.7 mg Semaglutid,1
96626,165741,Ja!,Yes!,1
96626,165742,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",2
96635,165743,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,3
96636,165746,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,3
96637,165749,Ich fühle mich aktiver/fitter,I feel more active/fitter,2
96637,165750,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,2
96637,165751,Ich fühle mich selbstbewusster,I feel more confident,1
96637,165752,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,3
96641,165755,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),2
96641,165756,Sport,Exercise,2
96641,165757,Ernährungsberatung,Dietary advice,1
96641,165759,Abnehm-App,Weight loss app,1
96642,165765,Nein,No,3
96648,165772,Nein,No,3
96652,165782,Keine Nebenwirkungen,No side effects,3
96654,165791,Keine Nebenwirkungen,No side effects,3
96657,165796,Ich verstehe und bestätige,I understand and confirm,3
96833,165909,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,14
96835,165911,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",6
96835,165912,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",5
96835,165913,Nein,No,3
96836,165918,Nichts davon,None of the above,11
96839,165920,Nein,No,14
96848,165951,0.25 mg Semaglutid,0.25 mg Semaglutide,4
96848,165952,0.5 mg Semaglutid,0.5 mg Semaglutide,3
96848,165953,1 mg Semaglutid,1 mg Semaglutide,4
96848,165954,1.7 mg Semaglutid,1.7 mg Semaglutid,3
96849,165956,Ja!,Yes!,11
96849,165957,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",3
96858,165958,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,14
96859,165961,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,14
96860,165964,Ich fühle mich aktiver/fitter,I feel more active/fitter,8
96860,165965,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,9
96860,165966,Ich fühle mich selbstbewusster,I feel more confident,7
96860,165967,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,8
96860,165968,Ich spüre keine Veränderung,I don't feel any change,2
96864,165970,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),11
96864,165971,Sport,Exercise,9
96864,165974,Abnehm-App,Weight loss app,3
96864,165977,Andere,Other,1
96865,165980,Nein,No,14
96871,165987,Nein,No,14
96875,165997,Keine Nebenwirkungen,No side effects,14
96877,165998,Gelegentliche Übelkeit oder Erbrechen (z. B. nur kurzzeitig nach Injektion),Occasional nausea or vomiting (e.g. only for a short time after injection),3
96877,165999,Durchfall oder Verstopfung,Diarrhoea or constipation,1
96877,166006,Keine Nebenwirkungen,No side effects,10
96878,166007,Ich vestehe und bestätige.,I understand and confirm.,4
96880,166011,Ich verstehe und bestätige,I understand and confirm,14
96934,166015,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,55
96934,166016,Hoch - Über 140/90,Hoch - Über 140/90,3
96936,166017,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",17
96936,166018,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",32
96936,166019,Nein,No,9
96937,166024,Nichts davon,None of the above,50
96940,166026,Nein,No,58
96949,166057,0.25 mg Semaglutid,0.25 mg Semaglutide,34
96949,166058,0.5 mg Semaglutid,0.5 mg Semaglutide,14
96949,166059,1 mg Semaglutid,1 mg Semaglutide,7
96949,166061,2.4 mg Semaglutid,2.4 mg Semaglutid,3
96950,166062,Ja!,Yes!,41
96950,166063,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",17
96959,166064,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,56
96959,166065,Seltener als 1 x wöchentlich,Less frequently than 1 x weekly,2
96960,166067,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,54
96960,166068,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,3
96960,166069,Ich habe eine Einnahmepause von über 2 Wochen,I have a break in taking the medication of more than 2 Weeks.,1
96961,166070,Ich fühle mich aktiver/fitter,I feel more active/fitter,27
96961,166071,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,31
96961,166072,Ich fühle mich selbstbewusster,I feel more confident,17
96961,166073,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,36
96961,166074,Ich spüre keine Veränderung,I don't feel any change,4
96962,166075,Ich verstehe und bestätige,I understand and confirm,5
96965,166076,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),34
96965,166077,Sport,Exercise,32
96965,166078,Ernährungsberatung,Dietary advice,7
96965,166080,Abnehm-App,Weight loss app,7
96965,166083,Andere,Other,1
96966,166085,Ja,Yes,1
96966,166086,Nein,No,57
96970,166091,Keine der genannten,None of the above,1
96972,166092,Ja,Yes,4
96972,166093,Nein,No,54
96976,166103,Keine Nebenwirkungen,No side effects,58
96978,166104,Gelegentliche Übelkeit oder Erbrechen (z. B. nur kurzzeitig nach Injektion),Occasional nausea or vomiting (e.g. only for a short time after injection),12
96978,166105,Durchfall oder Verstopfung,Diarrhoea or constipation,2
96978,166107,Schwäche- oder Müdigkeitsgefühl,Feeling weak or tired,2
96978,166112,Keine Nebenwirkungen,No side effects,43
96979,166113,Ich vestehe und bestätige.,I understand and confirm.,16
96981,166117,Ich verstehe und bestätige,I understand and confirm,58
99041,168706,Keine der genannten,None of the above,15
99043,168714,1-5 Jahre,1-5 years,5
99043,168715,Mehr als 5 Jahre,More than 5 years,4
99043,168716,Seit der Kindheit oder Jugend,Since childhood or adolescence,6
99045,168717,Nein,No,15
99047,168725,Diät - eigene Diät oder ein Programm,Diet - own diet or a programme,14
99047,168726,Sport,Sport,9
99047,168728,Ernährungsberatung,Nutritional advice,3
99047,168730,Abnehm-App,Weight loss app,9
99049,168734,"Ja, ich habe mindestens 5 % meines Gesamtkörpergewichts verloren.","Yes,   I have lost at least 5% of my total body weight.",2
99049,168735,"Nein, ich habe weniger als 5 % meines Gesamtkörpergewichts verloren.","No,   I have lost less than 5% of my total body weight.",13
99052,168737,Ich bin nach einer Mahlzeit satt und esse trotzdem weiter.,I feel full after a meal and still keep eating.,3
99052,168738,Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.,"I feel hungry all day long, regardless of meals.",9
99052,168739,Ich esse unabhängig von meinem Hungergefühl.,I eat regardless of my hunger.,6
99053,168742,Mehrmals pro Woche,Several times a week,4
99053,168743,Einmal pro Woche,Once a week,5
99053,168744,Selten,Rarely,5
99053,168745,Gar nicht,Not at all,1
99062,168747,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,14
99062,168748,Hoch: Über 140/90,High: Over 140/90,1
99063,168749,Ich habe gastroösophagealen Reflux (Rückfluss von Magensäure in die Speiseröhre),I have gastroesophageal reflux (reflux of stomach acid into the oesophagus),1
99063,168750,Keine der genannten,None of the above,14
99068,168754,Keines der genannten,Keines der genannten,15
99069,168761,Keine der genannten,None of the above,15
99071,168771,Keine der genannten,None of the above,15
99074,168779,Keine der genannten,None of the above,15
99076,168781,Nein,No,15
99077,168782,Jetzt hochladen,Upload Now,10
99077,168783,Später hochladen,Upload Later,5
99083,168785,Ich verstehe und bestätige,I understand and confirm,10
99085,168787,Ich verstehe und bestätige,I understand and confirm,5
102713,172711,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,7
102715,172714,Nein,No,7
102719,172721,Nein,No,7
102725,172743,Keines der genannten,None of the above,7
102727,172744,"2,5 mg Tirzepatid",2.5 mg Tirzepatide,5
102727,172746,"7,5 mg Tirzepatid",7.5 mg Tirzepatide,1
102727,172748,"12,5 mg Tirzepatid",12.5 mg Tirzepatide,1
102728,172750,Regelmäßig 1-mal wöchentlich,Regularly once a week,7
102729,172753,Ich wende das Medikament lückenlos an.,I use the medication without interruption.,6
102729,172754,Ich habe eine Einnahmepause von unter 4 Wochen.,I have a break of less than 4 weeks.,1
102730,172756,Diät – eigene Diät oder ein spezielles Programm,Diet - own diet or a special programme,5
102730,172757,Sport,Sport,5
102730,172761,Abnehm-App,Weight loss app,1
102730,172762,Anderes,Other,2
102735,172769,Ich fühle mich aktiver / fitter.,I feel more active / fitter.,6
102735,172770,Ich fühle mich wohler in meinem Körper.,I feel more comfortable in my body.,5
102735,172771,Ich fühle mich selbstbewusster.,I feel more self-confident.,5
102735,172772,"Ich fühle mich motivierter, gesund zu leben.",I feel more motivated to live a healthy life.,3
102736,172783,Keine Nebenwirkungen,No side effects,7
102738,172784,Gelegentliche Übelkeit oder Erbrechen (z. B. kurz nach der Injektion),Occasional nausea or vomiting (e.g. shortly after injection),1
102738,172792,Keine Nebenwirkungen,No side effects,6
102739,172793,Ich vestehe und bestätige.,I understand and confirm.,1
102740,172794,Ich vestehe und bestätige.,I understand and confirm.,7
102745,172795,Ja!,Yes!,5
102745,172796,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",2
102751,172798,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,66
102751,172799,Hoch: Über 140/90,High: Above 140/90,1
102753,172800,Ja,Yes,1
102753,172801,Nein,No,66
102755,172806,Keines der genannten,None of the above,1
102757,172808,Nein,No,67
102763,172830,Keines der genannten,None of the above,67
102765,172831,"2,5 mg Tirzepatid",2.5 mg Tirzepatide,31
102765,172832,5 mg Tirzepatid,5 mg Tirzepatide,14
102765,172833,"7,5 mg Tirzepatid",7.5 mg Tirzepatide,6
102765,172834,10 mg Tirzepatid,10 mg Tirzepatide,12
102765,172835,"12,5 mg Tirzepatid",12.5 mg Tirzepatide,2
102765,172836,15 mg Tirzepatid,15 mg Tirzepatide,2
102766,172837,Regelmäßig 1-mal wöchentlich,Regularly once a week,66
102766,172838,Seltener als 1-mal wöchentlich,Less often than once a week,1
102767,172840,Ich wende das Medikament lückenlos an.,I use the medication without interruption.,64
102767,172841,Ich habe eine Einnahmepause von unter 4 Wochen.,I have a break of less than 4 weeks.,2
102767,172842,Ich habe eine Einnahmepause von über 4 Wochen.,I have taken a break of more than 4 weeks.,1
102768,172843,Diät – eigene Diät oder ein spezielles Programm,Diet - own diet or a special programme,43
102768,172844,Sport,Sport,58
102768,172845,Andere Medikamente,Other medication,1
102768,172846,Ernährungsberatung,Nutritional advice,6
102768,172848,Abnehm-App,Weight loss app,17
102768,172849,Anderes,Other,1
102769,172852,Ich verstehe und bestätige,I understand and confirm,2
102773,172856,Ich fühle mich aktiver / fitter.,I feel more active / fitter.,46
102773,172857,Ich fühle mich wohler in meinem Körper.,I feel more comfortable in my body.,52
102773,172858,Ich fühle mich selbstbewusster.,I feel more self-confident.,29
102773,172859,"Ich fühle mich motivierter, gesund zu leben.",I feel more motivated to live a healthy life.,44
102773,172860,Ich spüre keine Veränderung.,I don't feel any change.,2
102774,172870,Keine Nebenwirkungen,No side effects,67
102776,172871,Gelegentliche Übelkeit oder Erbrechen (z. B. kurz nach der Injektion),Occasional nausea or vomiting (e.g. shortly after injection),3
102776,172872,Durchfall oder Verstopfung,Diarrhoea or constipation,3
102776,172873,"Allgemeine Magen-Darm-Beschwerden (z. B. Verdauungsstörungen, Magenschleimhautentzündung, Bauchschmerzen, Völlegefühl, Blähungen)","General gastrointestinal complaints (e.g. indigestion, gastritis, abdominal pain, bloating, flatulence)",2
102776,172874,Schwäche- oder Müdigkeitsgefühl,Feeling weak or tired,2
102776,172875,Schwindel,Dizziness,2
102776,172876,Schlafstörungen,Sleep disturbances,1
102776,172878,Hautreaktionen an der Injektionsstelle,Skin reactions at the injection site,2
102776,172879,Keine Nebenwirkungen,No side effects,56
102777,172880,Ich vestehe und bestätige.,I understand and confirm.,12
102778,172881,Ich vestehe und bestätige.,I understand and confirm.,67
102783,172882,Ja!,Yes!,37
102783,172883,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",30
105249,176716,Mehrmals pro Woche,Several times a week,1
105249,176717,Einmal pro Woche,Once a week,1
105250,176721,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,2
105251,176723,Nein,No,2
105253,176728,Mehr als 5 Jahre,More than 5 years,2
105254,176730,Ja,Yes,1
105254,176731,Nein,No,1
105257,176733,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,1
105257,176734,Sport,Exercise,1
105267,176741,Ich verstehe und bestätige.,I understand and confirm.,1
105299,176747,Keine der genannten,None of the above,2
105301,176751,Keine der genannten,None of the above,2
105303,176764,Keiner der genannten,None of the above,2
105305,176767,Keine der genannten,None of the above,2
105308,176772,Foto sofort hochladen,Upload photo immediately,1
105308,176773,Später hochladen,Upload photo later,1
105314,176776,Ich verstehe und bestätige.,I understand and confirm.,1
106738,178352,Ja,Yes,1
106738,178353,Nein,No,16
106739,178355,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,16
106739,178356,Hoch - Über 140/90,High - Above 140/90,1
106740,178357,Keine der genannten,none of the above,1
106740,178359,Andere Medikamente gegen Übergewicht (z. B. Semaglutid),Other medication against overweight,1
106741,178363,Nein,No,17
106748,178371,Regelmäßig 1 x täglich,Regularly 1 x daily,15
106748,178372,Seltener als 1 x täglich,Less frequently than 1 x daily,2
106769,178374,Nein,No,3
106769,178375,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),5
106769,178376,Sport,Exercise,13
106769,178377,Ernährungsberatung,Dietary advice,4
106769,178379,Abnehm-App,Weight loss app,3
106769,178382,Andere,Other,1
106781,178386,Ich fühle mich aktiver/fitter,I feel more active/fitter,7
106781,178387,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,10
106781,178388,Ich fühle mich selbstbewusster,I feel more confident,6
106781,178389,"Ich fühle mich motivierter, gesund zu leben",I feel more motivated to live healthy,10
106781,178390,Ich spüre keine Veränderung,I don't feel any change,2
106785,178392,Keine Nebenwirkungen,No side effects,17
106796,178401,Durchfall oder Verstopfung,Diarrhoea or constipation,3
106796,178407,Keine Nebenwirkungen,No side effects,14
106796,178408,Gelegentliche Übelkeit oder Erbrechen (z. B. nur kurzzeitig nach Injektion),Occasional nausea or vomiting (e.g. only for a short time after injection),1
106797,178410,Habe ich verstanden,I understand,3
106804,178411,Ich verstehe und bestätige,I understand and confirm,17
106826,178436,Nichts davon,None of the above,17
106860,178437,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,12
106860,178439,Ich habe eine Einnahmepause von über 3 Tagen.,I have a break in taking the medication of more than 3 days.,5
106862,178440,Ich verstehe und bestätige,I understand and confirm,6
108698,180772,Keine der genannten,none of the above,3
108699,180773,Ich bin nach einer Mahlzeit satt und höre auf zu essen.,I am full after one meal and stop eating.,1
108699,180775,Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.,"Regardless of meals,           I feel hungry throughout the day.",1
108699,180777,Sonstiges,Other.,1
108700,180782,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
108701,180784,Mehrmals pro Woche,Several times a week,1
108701,180785,Einmal pro Woche,Once a week,1
108701,180786,Selten,Rarely,1
108702,180789,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,3
108703,180791,Nein,No,3
108705,180795,1-5 Jahre,1-5 years,1
108705,180796,Mehr als 5 Jahre,More than 5 years,2
108706,180798,Ja,Yes,1
108706,180799,Nein,No,2
108709,180801,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,1
108709,180802,Sport,Exercise,1
108709,180806,Abnehm-App,Weight loss app,1
108719,180809,Ich verstehe und bestätige.,I understand and confirm.,1
108738,180811,"Ja, ich habe meine Gewichtsabnahmeziele erreicht.","Yes,      I met my weight loss goals",2
108738,180812,"Nein, ich habe meine Gewichtsabnahmeziele nicht erreicht.","No,      I did not meet my weight loss goals.",1
108746,180815,Keine der genannten,None of the above,3
108752,180816,Keine der genannten,None of the above,3
108754,180826,Keine der genannten,None of the above,3
108756,180836,Keine der genannten,None of the above,3
108758,180843,Keine der genannten,None of the above,3
108761,180844,Foto sofort hochladen,Upload photo immediately,1
108761,180845,Später hochladen,Upload later,2
108767,180848,Ich verstehe und bestätige.,I understand and confirm.,2
108800,180865,Keine der genannten,none of the above,12
108801,180867,Ich bin nach einer Mahlzeit satt und esse trotzdem weiter.,I am full after one meal and still continue to eat.,3
108801,180868,Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.,"Regardless of meals,           I feel hungry throughout the day.",5
108801,180869,Ich esse unabhängig von meinem Hungergefühl.,I eat regardless of my feeling of hunger.,3
108801,180870,Sonstiges,Other.,1
108803,180877,Mehrmals pro Woche,Several times a week,2
108803,180878,Einmal pro Woche,Once a week,2
108803,180879,Selten,Rarely,7
108803,180880,Gar nicht,Not at all,1
108804,180882,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,11
108804,180883,Hoch - Über 140/90,High 140/90,1
108805,180884,Nein,No,12
108807,180888,1-5 Jahre,1-5 years,2
108807,180889,Mehr als 5 Jahre,More than 5 years,8
108807,180890,Seit der Kindheit oder Jugend,Since childhood or adolescence,2
108808,180891,Ja,Yes,2
108808,180892,Nein,No,10
108811,180893,Nein,No,1
108811,180894,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,5
108811,180895,Sport,Exercise,1
108811,180898,Hypnose,Hypnosis,1
108811,180899,Abnehm-App,Weight loss app,4
108821,180902,Ich verstehe und bestätige.,I understand and confirm.,1
108839,180903,Ich verstehe und bestätige.,I understand and confirm.,2
